soc,temperature,charge_cycles,health_score
35.28410587186427,22.59782887771342,1204,86.48841058718642
58.84264748424236,59.31390996920165,287,88.3358270092395
22.683180247728636,30.06818910679872,1857,78.67786129273325
82.19772826786357,32.93104174440194,186,97.26068747667942
16.709557931179376,28.235317671614794,1907,77.60095579311795
98.81982429404655,36.51075324357488,1161,86.43677402692754
79.50202923669917,57.83757528443175,129,90.35872741467047
27.884411338075516,45.969292975196865,2241,70.5876532412485
10.496990541124216,30.244063707535627,2363,72.34647994185174
83.39152856093507,63.89150390760204,1887,70.96254882771939
73.61716094628554,63.97909274757646,143,88.37627217572705
75.61064512368885,63.52892125230034,15,89.7913236243099
79.41433120173512,31.939810569076965,2470,74.7180568292769
16.664018656068134,42.561967209049406,244,90.457811702892
42.261915568984534,69.24948280704376,926,78.19134671478533
20.428215357261674,58.60062381549952,2176,66.7026343910763
87.67930832880342,21.358371061277992,906,90.94
66.09683141448022,23.260229563024602,886,91.14
39.78082223673843,43.196568840616635,340,91.61911157148884
15.720251525742128,65.461010293078,2051,65.4237220646508
37.9884089544096,46.93508989763571,1433,79.38831392615025
39.266498982407235,44.890625401714516,305,91.40946227772638
75.66455605042577,25.27368499783153,907,90.93
67.38017242196918,52.8390052362147,2654,66.6082984291356
89.84914683186939,61.105158030011275,1371,76.95845259099661
52.49934326457544,39.021000375378115,320,94.09369988738656
20.763482134447152,58.78059254626638,558,82.8621704495648
74.19203085006956,68.22383269504058,1204,76.49285019148782
78.47065437552077,30.188322956384454,2665,73.29350311308465
60.51494778125466,46.166481559737065,2758,67.57005553207888
79.38704619591049,34.356897904228774,1409,84.60293062873137
54.44160367279517,59.64272095169197,1641,74.69718371449241
57.045954644379464,48.87966829405788,1131,83.02609951178263
48.47869165226947,51.729120877515186,2578,67.5491329019724
12.287721406968567,59.895707980794704,2457,62.69005974645845
19.7102284293974,39.79852363312274,817,85.86146575300292
12.828626711806082,65.75450342035217,1194,73.61651164507497
67.27693701374024,46.651443362307,2540,69.60456699130789
38.2920382968694,27.8977411417674,11,98.71920382968695
55.77136220482325,54.79495590844012,194,90.62151322746797
91.68098265334837,59.66306752191272,2537,65.73107974342618
32.43630062339874,35.83808385337633,2842,68.07220490632697
46.93446307320668,62.85896284993765,2928,60.55575745233938
77.99960246887439,65.30716273828833,2229,67.1178511785135
30.59183489424602,33.84522436889045,655,90.35561617875747
16.92819188459137,69.1760736357611,1921,65.7299970977308
36.077630762239124,27.035576402437922,2741,71.19776307622392
24.5099158528604,30.1007834201245,2077,76.65075655924869
93.67278871083158,29.211241961901308,1619,83.81
82.73083416079753,64.69948550039352,1119,78.40015434988194
67.00633808593811,52.714627616248094,777,85.41561171512558
88.43145311689459,27.605214161113643,443,95.57
82.33048692092031,42.016170918417444,297,93.42514872447477
26.791305299743225,50.7649012534901,807,83.37966015392729
90.330309864098,24.173204249469165,1760,82.4
58.540801772408564,64.12081842036693,844,81.32375447388992
82.66961396476563,60.180176772076756,1015,80.79594696837697
90.64821699311439,45.260338678831914,1384,81.58189839635043
38.62031274746775,68.35633076295852,1397,73.38513204585921
19.90467320749091,40.88804896375498,553,88.1940526316226
30.51416462877475,69.20551595182489,2350,62.78976167733001
48.43970097636307,53.395999940181355,420,88.6251701155819
83.62132893302439,51.73356366269707,1269,80.78993090119089
87.46575249307091,28.29774476478925,1260,87.4
10.625691747807164,64.0963879152322,184,83.99365280021105
55.967257231980916,41.37448439603076,467,91.91765468119077
47.56699028339011,28.111670289123968,2801,71.74669902833901
29.98970294236572,20.63037599878795,2410,73.89897029423658
20.787883060031454,47.987784181919125,1306,78.62245305142741
40.385365426326516,46.36998110613382,1576,78.36754221079251
94.86187335212672,55.967681118457925,335,88.85969566446263
39.088263881867974,64.51290265089011,2209,66.46495559291976
56.691155956902946,23.970329232151478,1497,85.03
73.27170630056601,56.574824517018115,2059,71.43755264489457
42.726664214136456,29.37059720487911,1447,84.80266642141365
97.46038744488646,62.9088526578582,587,84.25734420264254
96.62025654479001,60.953175693082805,1881,71.90404729207516
32.66040662428277,47.03968774927722,200,91.15413433764512
54.75236553031469,55.51213993116558,521,87.13635802065033
37.07904788350927,35.717505659187424,1887,78.1226530905947
35.63564449397208,43.55839494664073,2552,68.97604596540499
13.319825261907951,61.08184488552358,1711,69.89742906053372
64.86079005819072,42.96325985866069,787,88.2410220424018
55.24111209059753,37.88991326627209,59,97.04302602011838
14.633087612499041,44.710622362515,577,86.28012205249541
35.07818178129503,61.41246262186092,320,85.88407939157122
91.74392973699884,36.76040236854364,1458,83.39187928943691
31.560570160027517,28.68807965678719,2037,77.78605701600274
23.04053848821008,55.60070101653904,922,80.4038435438593
54.05074842498067,61.29891063540409,1409,76.52032680937877
98.70854086995406,25.031873926176665,1694,83.06
31.784974436035036,31.993705637797234,568,91.90038575226433
70.49219926652907,27.098599488049693,1101,88.99
78.54576537958458,37.39707057910833,526,92.52087882626749
31.38737895931597,42.51754894527063,2571,68.6734732123504
75.53947137506736,57.44131684816532,2660,65.16760494555041
43.10048194473279,52.557379244083705,2172,70.82283442124817
66.90752475342215,51.04642837392156,870,84.98607148782352
67.01767396848052,37.61874733048272,279,94.92437580085517
58.21972156672826,62.072377654238,2964,60.738286703728605
18.12607930489675,43.56435836990823,2669,66.05330041951721
85.17722460303142,68.95524690075773,2893,59.38342592977268
38.870205847456226,51.70710691478684,1892,73.45488851030957
26.786665935986882,26.313237078225136,1751,80.16866659359869
13.669762739928753,53.8088781037717,673,82.49431284286136
63.18036488694176,36.25520077158495,1151,86.61343976852451
70.98079256580542,54.31635983430487,2361,69.09509204970854
11.492904603507053,23.482057408120287,331,92.8392904603507
56.088375246935286,28.74407185879797,1173,88.27
30.384619767814417,62.786862945289315,2039,67.81240309319465
68.06555113685049,31.358977851175744,1477,84.82230664464728
25.69297861044923,61.852056262147,35,87.66368098240082
72.18439642922193,33.96380442272052,1708,81.73085867318385
44.806181167048365,52.144095502935386,1443,78.40738946582421
94.30569898630611,54.70752867549155,2253,70.05774139735253
22.376884973139394,45.63273765725265,2686,65.68786720013814
40.695971594523265,35.26553383483656,2895,68.53993700900136
20.212616911653015,30.632218818554804,1379,83.04159604559887
93.22242564507064,21.65946772812131,439,95.61
88.9605418042883,35.19732006203619,2776,70.68080398138913
33.21474649436401,52.65813952656415,1119,80.33403279146715
69.39856414307611,66.91524092242413,2988,59.045427723272766
83.54999801810942,63.5602241131526,163,88.30193276605422
59.96807304395161,58.30323882676513,147,90.03902835197046
57.66855205204058,59.42236716266493,2341,67.76328985120053
31.76670618104065,53.249245173799764,194,89.26189706596413
18.379249102530927,33.01434287830015,662,89.31362204676304
90.74941821579941,65.3597515352915,479,84.60207453941254
91.03762514469975,53.5366155952917,122,91.71901532141248
66.97913115459411,48.022031549021996,1423,80.36339053529339
40.51268119438306,25.549473460674054,2746,71.5912681194383
41.428861715139476,42.35277719032127,964,85.79705301441757
75.33601109832155,43.01791356009632,2708,69.01462593197111
90.73992339573194,63.228180476133495,1778,72.25154585715995
89.83777818386056,47.332411009389425,1485,79.95027669718318
80.18879912718614,39.02002744852048,2014,77.15399176544386
67.78284815388591,68.84001642553297,709,81.25799507234011
17.572596849554394,25.536029666315784,2443,72.32725968495544
24.54658426851524,41.127421415597226,911,85.00643200217236
90.86987696743714,22.101233758570263,1360,86.4
64.57861536936309,56.99520603834652,2364,68.26143818849604
10.827734645496669,65.90382760995753,1734,67.9716251815624
19.132438857942887,34.00186647752447,1823,77.48268394253694
69.71515921972502,62.91708383995604,1579,74.33487484801319
10.455542546159682,34.610911523094885,680,87.8622807976875
24.472724627574877,65.53850808219576,1333,73.45572003809876
59.38604104299275,57.6980951798392,2542,66.27057144604824
72.27056779234239,60.24533884207193,555,85.37639834737843
68.67651335523405,20.900327780022725,609,93.91
30.18423785145038,68.1405178537013,2156,65.01626842903464
74.09612992127823,56.33354960351616,371,88.38993511894516
31.352417874712007,35.23755476930667,2902,67.54397535667921
39.285972834334096,61.46973324294235,615,83.33767731055069
77.18422646062217,34.0760599207465,2815,70.62718202377604
68.46696091424931,63.6376919783064,1914,70.76869240650808
86.43010694447601,25.62901952059685,2253,77.47
69.18516030703091,55.184298873039786,846,83.98471033808806
61.147774300192445,47.03492383224552,42,94.46952285032634
18.430729104528325,24.82672350977204,864,88.20307291045283
43.09442227534902,32.09469141294195,1268,86.00103480365232
33.86821309135529,20.62020181386574,1378,84.60682130913553
31.95906790411752,43.43839827322529,784,86.32438730844416
97.57094992772011,35.06326303800002,475,93.73102108859999
45.378795220008435,49.917874214887945,82,92.74251725753447
90.2841899659402,34.86189038543086,1133,87.21143288437074
66.80247633975367,34.995955575349235,2237,76.13121332739523
81.53301731874836,57.15965993658017,799,83.86210201902595
55.23733837946729,22.40714179891767,935,90.65
61.92134961637232,65.14474975959936,2298,66.47657507212018
54.32659244369775,62.61319371955907,2338,66.83604188413229
27.571868901824004,53.39023416132033,1668,74.0601166417863
75.02069037353547,49.66107850536922,325,90.85167644838924
35.26951261967702,64.61512490698262,1534,72.8024137898729
12.188436978830845,29.266508976435723,1985,76.3688436978831
68.09250663164511,23.94845810954143,1964,80.36
25.939961146634403,31.975508495476905,836,88.64134356602037
94.64127259176229,59.728913935009516,507,86.01132581949716
95.85357193023286,21.733513336324165,2778,72.22
92.33779511984037,49.140341754174486,2119,73.06789747374765
43.31428302299,69.7718758095655,1270,74.69986555942936
11.391095487598069,62.78480469187697,640,79.9036681411967
93.54867063289528,46.072284452179474,2987,65.30831466434616
48.53657334855829,23.182045464332116,1878,81.07365733485582
96.99893371393026,61.568675719285494,607,84.45939728421436
96.72579793803276,49.94892540886053,1958,74.43532237734185
86.7708509920624,25.746649852978344,565,94.35
36.50040028626271,24.69286424116781,1367,84.98004002862626
44.658795574173276,65.48134097182961,2101,67.81147726586843
86.60230043651713,53.46001314690392,1753,75.43199605592882
38.522980464064986,61.46433996583777,2575,63.66299605665517
25.254347201748324,63.94894501411336,2658,60.76075121594083
60.11211362125152,48.58861760241611,1581,78.61341471927517
94.25392967447029,45.872317587752065,1986,75.37830472367438
72.64268170074757,41.52137051604951,2240,74.14358884518514
61.30550530804285,35.847329389555966,2105,77.19580118313321
18.74588443936917,41.729798042935585,128,92.07564903105624
65.35065040292528,58.69398278650782,1872,72.67180516404765
99.10484650938369,50.09617155075658,705,86.92114853477302
22.60756137128716,64.62616449774231,851,78.36290678780603
56.64966871273631,42.16900071895938,7,96.27929978431219
88.96357647351599,50.3544789359377,2076,73.13365631921869
76.6691755978784,51.56537765459944,1135,82.18038670362017
72.73141668957412,49.58485811531628,2994,64.18454256540512
73.22356755883983,55.13168865427582,2178,70.68049340371725
42.35420360977797,31.871673418740315,2235,76.32391833535571
36.4232659838044,45.61818887728953,1698,76.97686993519358
82.84250399306623,25.211240140417384,2756,72.44
82.91020552112627,39.22556638224063,1498,82.25233008532781
88.03650867220934,44.38335343106322,2259,73.09499397068103
92.19164973008242,52.611212977273624,1644,76.77663610681792
56.020815897484404,67.52655262931017,275,85.99203421120694
55.136466521847964,50.032553327417794,1702,76.97023400177467
81.84656610700976,57.17969580882799,1795,73.8960912573516
68.49675376999886,45.313302974760134,242,92.98600910757196
73.17701895319331,51.70520156881656,2732,66.16843952935504
81.6213402492491,23.546610806688673,170,98.3
90.10048076358096,32.71957904209235,652,92.6641262873723
40.41956411663823,38.09265466025693,1932,77.29416001358675
43.802465737594964,43.62466775032568,2235,72.9428462486618
18.45837458567821,22.282437275119186,1109,85.75583745856781
62.045212689655656,27.001204877665884,1499,85.01
13.234804641706788,33.84071538956529,2099,74.18126584730109
51.90382163192142,68.57663454505254,2158,66.84700963648424
58.838017123681894,36.56735035515254,1972,78.30979489345424
35.7887126915456,44.102052905604125,2924,65.10825539747331
63.174993451210966,29.804885636919646,1066,89.34
12.745022494514448,50.53900355378841,2258,67.53280118331492
13.361336987429297,34.03416077579872,2035,74.77588546600332
84.03405045936924,30.349628921921337,857,91.32511132342361
42.41715772701366,45.828631422298955,2674,67.75312634601167
21.435446138669633,20.27528995802104,1049,86.65354461386697
57.001893404932396,20.383201632461265,298,97.02
79.29941977887498,30.95344045509289,923,90.48396786347213
29.423892474715885,21.836068125041056,136,96.58238924747158
66.06014282371002,25.401287706534568,1043,89.57
17.68127184943912,36.94303246693758,2487,69.81521744486263
14.651354905174692,60.12928397899064,210,85.32635029682028
57.82191684113332,48.60243216846504,2799,66.42927034946048
58.657160944909585,45.63338629782082,1574,79.56998411065376
67.3686911348386,34.67444116040608,2482,73.77766765187818
75.34822003503955,66.58768597164081,779,81.23369420850776
97.82668715162812,39.85075206185958,1230,84.74477438144213
56.46703134710758,24.354638339788576,2486,75.14
39.06608256471213,50.853325805890066,1802,74.6306105147042
81.56675752918333,25.69191967383007,2713,72.87
34.374902613586684,37.261157140084606,1065,85.60914311933328
49.507427863507246,45.37059693589045,410,91.2395637055836
17.061074320803936,63.71112623425879,2853,58.06276956180275
12.281566907391177,44.67732901700593,2657,65.25495798563735
96.63835732101326,55.11293830158321,426,88.20611850952503
85.23821084609853,69.64084194995351,1471,73.39774741501394
72.63767854843282,26.574455994899083,2949,70.50999999999999
46.80576499728429,33.73657627597598,941,89.14960361693564
25.596488806376122,39.72880377988232,1907,75.57100774667292
24.079333840397744,41.09140892694157,741,86.67051070595731
32.52186083481358,40.55105376327729,1392,81.16686995449817
59.43039982355084,65.38055012782775,1243,76.95583496165168
74.31363304300561,55.70163222334282,1600,76.28951033299715
69.41776390459582,50.39526070453519,1255,81.33142178863945
35.19405072513486,35.46863589313911,327,93.60881430457175
95.93787525968747,61.189519211064734,1466,75.98314423668059
76.41072250261917,67.75302557424945,2099,67.68409232772515
59.891864726026064,61.05991412751133,1966,71.0220257617466
65.05486716109169,20.078255259573645,375,96.25
47.764005618501095,51.820068509170355,262,90.610380009099
32.29578905510417,22.556769072105038,266,95.56957890551043
42.03754107861354,32.880361016686095,2406,74.27964580285553
78.20614994179321,22.976235017388586,1944,80.56
11.295413976678027,50.18977264746938,1893,71.14260960342699
20.446537645622463,54.32949567463034,1901,70.73580506217314
14.140237781957747,25.724381903295257,2699,69.42402377819576
13.665592208707313,39.19194415224898,1652,77.08897597519604
86.99145256099065,42.811825447777096,1444,81.71645236566687
73.32920734420213,38.452651088045826,45,97.01420467358625
52.67564461785927,26.05125002425965,599,94.01
18.805074458590134,40.94738950937377,719,86.40629059304688
54.24542876051491,57.558902390420904,1912,72.61232928287373
52.61245937025091,23.550383226662774,1292,87.08
25.58816829190137,24.009000704095172,600,91.55881682919014
49.04664843141757,37.73856459179921,380,93.783095465602
45.86542609576361,67.08628558094625,117,87.29065693529247
65.42650882469948,53.428632336145704,2163,71.3414102991563
67.15842857808795,53.93349783362824,259,90.22995064991153
14.077360879484006,38.09599954189325,1098,82.99893622538042
43.71513531638241,49.68303956042692,1503,78.43660166351016
66.32739241428128,20.50655920138717,2352,76.48
55.28226327220789,51.80480232047711,2054,72.91855930385688
87.08408570694901,65.66434737881184,365,85.65069578635644
69.28242684570506,50.62867341724096,1657,77.24139797482772
24.664098437328672,63.68492967331725,2570,61.660930941737696
16.351187266038686,56.19865277330469,1461,74.16552289461247
67.8177350385684,26.027920820184512,2024,79.75999999999999
12.386017948745963,65.12266536429209,2476,60.941802185586965
62.7198023146117,23.322192217788743,790,92.1
94.62072172824618,46.69837362738819,746,87.53048791178355
61.792676008829105,27.106856189672882,2414,75.86
44.935293358586975,20.585330536545204,312,96.37352933585869
67.89593965981179,41.10171300638195,537,91.29948609808541
51.2427601442365,34.75203538270781,920,89.37438938518765
59.105511038434145,44.300024689880146,1077,84.93999259303595
94.73183278988726,48.85999433672754,1490,79.44200169898173
44.74923740206968,22.18695361544737,2912,70.35492374020697
96.50715074415228,26.15016475618728,2829,71.71000000000001
91.48155777604573,47.93211982252127,2381,70.81036405324362
27.62120213103668,37.15836765863291,797,87.6446099155138
16.24251707876489,56.4586743774724,347,85.21664939463477
19.070020123968398,52.614582429596986,272,87.40262728351775
11.639964308639476,62.28021814949534,719,79.28993098601535
18.499866468033556,54.62464133346126,1773,71.73259424676498
71.47060960747211,41.49655386950741,2547,71.08103383914778
16.40697836142061,53.64833111972162,684,82.70619850022558
38.70780672643852,33.76905871277093,2126,76.48006305881256
86.03877798725091,35.31567493891063,621,92.19529751832681
12.094474216224327,59.44925799603966,2039,66.98467002281053
83.30216343300422,42.32097582007911,946,86.84370725397626
35.36692972960599,59.919017025917626,2405,65.51098786518531
20.634834485949064,61.12111868341392,2665,61.07714784357073
72.70634488277355,62.87811688306419,506,85.07656493508074
66.60485621018955,65.83176179206036,1582,73.4304714623819
88.97248121743476,41.54926102566481,2623,70.30522169230055
76.15639394234972,35.94334091605694,243,95.78699772518291
82.31328373463637,49.109937329705694,505,89.2170188010883
35.38311153141758,38.55862117188138,421,91.76072480157735
25.969558940175055,50.05370834001165,2264,68.94084339201402
77.55532764767725,55.27929313219123,1872,73.69621206034263
82.61512653405376,54.42025092460684,1192,80.75392472261795
99.1454627800606,38.72764435100606,329,94.09170669469817
47.135590922028385,28.34301008493764,649,93.22355909220285
43.481627721350485,41.52646692311038,1464,81.25022269520194
79.87716646677971,27.12970720409544,390,96.1
40.672318622771606,64.50485175919042,1519,73.52577633452003
93.76815930432082,37.29387303689287,380,94.01183808893214
87.25714766587106,27.72298736116619,741,92.59
48.609462463751655,21.272387995287545,2010,79.76094624637517
77.57839610123476,52.29111931432421,819,85.12266420570273
77.90885866762142,51.84511587273716,672,86.72646523817885
19.281148195233936,37.03020832906458,2560,69.21905232080402
91.229761601161,23.58559444238255,1771,82.28999999999999
55.472713520307146,40.4814447447616,2996,66.89556657657151
84.38117194969675,35.56087475316968,1211,86.2217375740491
38.804464092755055,53.856031986750466,929,82.43363681325036
90.59709056465805,50.288962472634516,1539,78.52331125820965
45.02815108607468,38.229686409877004,912,87.91390918564436
10.975388633226853,30.894627712749504,643,89.39915054949782
91.48437787773373,69.40179830777959,426,83.91946050766612
18.21580091075202,42.70008105980574,501,88.00155577313348
38.73822738313734,54.413711789011856,729,84.25970920161016
95.50557703457244,27.027648378918038,1283,87.17
95.55464322438004,44.27948498296989,2118,74.53615450510902
61.60940993109575,21.376835993473275,2525,74.75
66.86534909528194,45.272755895522494,456,90.85817323134324
50.36009697804878,68.20087035588512,2236,66.17973889323447
36.388969452825805,39.210335649290016,290,92.97579625049558
39.57980908329243,21.949800628745578,919,89.76798090832925
70.52666104693346,21.547789545967177,2339,76.61
77.7137076493912,39.39933799734347,1969,77.49019860079696
81.24211393532637,28.001246823159704,755,92.45
81.06563285150985,21.167604816409295,1658,83.42
18.208549274382133,57.81068069750884,1834,70.13765071818557
54.49782742323233,42.92615044409453,1306,83.06215486677164
15.180288401497986,34.46223859863272,1567,79.50935726055998
59.4575994091362,65.00415915082404,1869,70.80875225475279
49.73774512360393,25.806948010026282,376,96.21377451236039
89.89337644824698,67.79594144776595,1179,76.87121756567021
41.58235112968708,35.698335868867645,507,92.37873435230843
20.536031478484528,64.42018361543407,1436,72.36754806321822
22.869251384755227,50.14714382397308,2575,65.4927819912836
78.5359568545725,61.33536798707437,558,85.0193896038777
65.6396256984635,69.2006581605232,2307,65.16980255184305
19.101040851051124,34.420271890937286,420,91.38402251782394
17.569612550349767,68.05677427037965,1552,69.8199289739211
73.08722183132079,39.47409474512102,303,94.12777157646369
16.548670572777418,39.275595236846115,941,84.46218848622391
83.96740533613206,37.01935521272529,2589,72.00419343618242
73.56180044408467,47.07038036737926,1301,81.86888588978621
17.32139025777098,27.707252158924355,1089,85.8421390257771
17.635394267667273,47.68557426790056,2155,69.90786714639655
98.7975620651058,47.0852406205002,2315,71.72442781384993
43.68437161805083,58.0950906302435,2269,68.24990997273204
43.357793236020186,61.68249809687928,1827,71.56102989453825
83.15196105317523,42.0220675156212,1553,80.86337974531364
95.25237196454728,35.116662467574685,692,91.5450012597276
98.74009574405838,32.96674486585472,254,96.56997654024357
77.80403667330475,29.731191835243596,1478,85.22
43.86336269778242,22.882379109951245,2300,76.38633626977824
17.51506450288019,37.12239894173567,256,92.05478676776731
79.94322243346932,33.512384606539165,2430,74.64628461803825
60.256382476222456,68.32086929332037,441,84.0937392120039
48.17998083222786,47.885441312502195,1881,75.64236568947213
91.57189465852623,37.363851951525376,2646,71.33084441454238
20.00777340755362,49.0233800496848,1113,80.16376332584993
54.336259386177325,26.959835067284775,2437,75.63
11.021828029067716,42.202187460110146,581,86.63152656487372
52.17945777947136,51.31171607105319,1735,76.25648517868404
15.067294811365361,44.44489158962257,2645,65.72326200424976
20.693612464126474,40.08894003271621,18,93.86267923659778
20.577362209939437,69.6924194449849,1124,73.91001038749847
68.42892719044572,64.01573810744635,2654,63.255278567766105
77.1440391338881,51.17029790797201,1380,79.8489106276084
62.503188858744366,48.46886805911414,1565,78.80933958226575
96.59552936270877,51.0330239912292,2080,72.89009280263124
43.73835215713336,30.065605391121665,1993,79.42415359837683
35.714087765367466,39.75688716321593,1547,80.17434262757196
88.17392153705143,21.972976644544964,861,91.39
30.123625466750738,43.77730187434133,154,92.33917198437267
96.69002854965501,47.151229197883154,904,85.81463124063505
11.09390272208347,31.387486805160478,1269,83.0031442306602
97.28909440368751,68.20144235827568,404,84.49956729251728
13.884392075551851,65.4727305468621,843,77.31662004349654
90.2028802328264,56.107161772795294,1782,74.34785146816142
57.49309981776699,46.66933143826813,1564,79.35920056851955
99.36683165073703,63.498457982384245,1184,78.11046260528472
16.641690826185897,26.532617191173145,746,89.20416908261859
59.846885596118874,59.52548971374425,1725,73.89235308587672
97.2372282057189,26.241040698342417,270,97.3
57.078805975313394,59.71053312747027,769,83.39684006175892
66.64587743217362,33.78837841256785,1715,81.71348647622963
72.61738200861555,63.85452905090945,1510,74.74364128472718
50.90869582909959,67.2021046912699,171,87.12936859261904
66.48022720756572,27.43979847025578,273,97.27
62.58828807307902,43.13378025326968,2306,72.99986592401909
91.10422094418901,69.04936890813426,1158,76.70518932755972
14.090174230731208,44.17037179865733,1706,75.09790588347592
35.28668706330073,63.17737612572726,1771,70.86545586861189
95.53703356689029,49.436576106565994,421,89.9590271680302
90.12374055018248,38.766495395980094,1444,82.93005138120597
51.009107750714165,34.28917777629351,1209,86.62324666711194
65.8119338021383,30.161154554304364,2411,75.84165363370869
34.96430646830194,58.08990956888486,2425,65.81945777616474
26.930904375138518,39.3270253411514,579,89.10498283516841
51.7328564445984,45.56377311003756,890,86.43086806698872
41.80170052234475,44.61627400005909,721,87.58528785221675
62.529050066578485,48.86395146165656,880,85.54081456150304
16.996117326848633,63.27885728122761,1121,75.50595454831657
97.69553268995499,69.03696717917147,2652,61.76890984624856
98.75896700316426,40.37921042869085,2007,76.81623687139275
72.83455426177707,61.37594610531515,2069,69.89721616840546
58.24867297097084,58.22638973273588,1473,76.80208308017923
37.8574854657695,48.67644757277866,382,89.36281427474336
83.24155177362537,67.80235718059666,2181,66.849292845821
71.62580552984913,30.02372577642014,1449,85.50288226707396
24.63552454104022,25.46321051548107,2550,71.96355245410402
91.98344660444582,62.69809834777111,1590,74.29057049566866
84.0283518630852,41.957490831687416,1786,78.55275275049378
95.48199219627317,62.34844271035303,143,88.86546718689408
75.3147557549524,64.65451025977075,1886,70.74364692206878
65.20736763422109,23.122879680953574,1702,82.98
47.6418732661557,64.17323814930303,1435,75.16221588182466
93.94556350186119,42.41595276847111,223,94.04521416945866
87.94575005503675,45.52162445021161,219,93.15351266493651
14.069680309557047,51.32962555466051,178,88.22808036455756
12.37302770475268,66.31913033650434,1654,68.80156366952397
43.881703019024464,20.955804721488203,432,95.06817030190246
82.94979977036496,43.842173415890855,264,93.20734797523275
98.854851638345,54.38610212152803,953,83.15416936354158
23.537520199317537,56.135347884911425,428,85.23314765445832
63.47176438169216,54.6266215768554,2463,67.98201352694339
44.28017709679194,26.721756470406092,2774,71.68801770967919
97.29229580331429,34.96977941858406,2244,76.06906617442479
85.79070308221378,37.935776270850674,1577,81.8492671187448
85.44958342400241,60.22186038397525,479,86.14344188480742
52.18238438154732,33.93799362072765,1353,85.2886019137817
47.33375521038987,30.535248193360157,889,90.68280106303095
34.60663647376356,67.87240095190481,924,77.85894336180492
15.073794698583441,20.443164255673445,2170,74.80737946985835
87.82501386295479,69.89104278409891,1902,69.01268716477033
83.16109082170698,53.84106494286978,1410,78.74768051713907
99.97459059575175,61.423464972455854,1362,76.95296050826325
